"","date","conduct_period","state","random_value","temp","milk_price","sugar_price","eggs_price","diesel_price","gasoline_price"
"3196",2000-10-22,0,"NJ",21.7954911433172,59.9,2.88,0.17,0.93,2.38,1.52
"3197",2000-10-22,0,"DE",21.7954911433172,75.9,2.88,0.16,0.96,2.4,1.59
"3198",2000-10-22,0,"MD",21.7954911433172,73.8,2.88,0.12,0.86,2.38,1.54
"3199",2000-10-22,0,"VA",21.7954911433172,68.4,2.88,0.19,0.99,2.37,1.47
"3200",2000-10-23,0,"MA",21.8132045088567,58.6,2.84,0.14,0.91,2.45,1.56
"3201",2000-10-23,0,"RI",21.8132045088567,59.6,2.84,0.1,0.87,2.43,1.56
"3202",2000-10-23,0,"CT",21.8132045088567,64.7,2.84,0.15,0.93,2.41,1.51
"3203",2000-10-23,0,"NY",21.8132045088567,59.2,2.84,0.16,0.99,2.44,1.53
"3204",2000-10-23,0,"PA",21.8132045088567,46.7,2.84,0.12,0.93,2.42,1.49
"3205",2000-10-23,0,"NJ",21.8132045088567,58.1,2.84,0.12,0.9,2.43,1.53
"3206",2000-10-23,0,"DE",21.8132045088567,69.4,2.84,0.07,0.94,2.44,1.56
"3207",2000-10-23,0,"MD",21.8132045088567,79.5,2.84,0.12,0.92,2.49,1.58
"3208",2000-10-23,0,"VA",21.8132045088567,64.9,2.84,0.08,0.91,2.41,1.56
"3209",2000-10-24,0,"MA",21.8309178743961,64.7,2.91,0.13,0.9,2.46,1.51
"3210",2000-10-24,0,"RI",21.8309178743961,30.1,2.91,0.07,0.88,2.42,1.49
"3211",2000-10-24,0,"CT",21.8309178743961,57.5,2.91,0.07,0.88,2.39,1.44
"3212",2000-10-24,0,"NY",21.8309178743961,51,2.91,0.09,0.92,2.44,1.42
"3213",2000-10-24,0,"PA",21.8309178743961,54.7,2.91,0.12,0.83,2.45,1.45
"3214",2000-10-24,0,"NJ",21.8309178743961,51.5,2.91,0.04,0.97,2.4,1.45
"3215",2000-10-24,0,"DE",21.8309178743961,79.3,2.91,0.11,0.83,2.43,1.47
"3216",2000-10-24,0,"MD",21.8309178743961,68.1,2.91,0.09,0.84,2.44,1.51
"3217",2000-10-24,0,"VA",21.8309178743961,72,2.91,0.14,0.86,2.43,1.43
"3218",2000-10-25,0,"MA",21.8486312399356,52.5,2.84,0.11,1.01,2.39,1.46
"3219",2000-10-25,0,"RI",21.8486312399356,60,2.84,0.1,0.91,2.45,1.43
"3220",2000-10-25,0,"CT",21.8486312399356,53.4,2.84,0.13,0.92,2.47,1.48
"3221",2000-10-25,0,"NY",21.8486312399356,63.5,2.84,0.08,0.95,2.41,1.54
"3222",2000-10-25,0,"PA",21.8486312399356,59.8,2.84,0.16,0.93,2.54,1.41
"3223",2000-10-25,0,"NJ",21.8486312399356,42,2.84,0.2,0.93,2.43,1.48
"3224",2000-10-25,0,"DE",21.8486312399356,75.2,2.84,0.12,0.9,2.38,1.46
"3225",2000-10-25,0,"MD",21.8486312399356,65.9,2.84,0.18,0.91,2.43,1.44
"3226",2000-10-25,0,"VA",21.8486312399356,84.9,2.84,0.07,0.94,2.44,1.45
"3227",2000-10-26,0,"MA",21.866344605475,50.2,2.81,0.08,0.94,2.43,1.49
"3228",2000-10-26,0,"RI",21.866344605475,62.6,2.81,0.09,0.95,2.52,1.51
"3229",2000-10-26,0,"CT",21.866344605475,51.1,2.81,0.04,0.94,2.58,1.49
"3230",2000-10-26,0,"NY",21.866344605475,47.9,2.81,0.09,0.91,2.54,1.55
"3231",2000-10-26,0,"PA",21.866344605475,52.2,2.81,0.02,0.95,2.5,1.44
"3232",2000-10-26,0,"NJ",21.866344605475,59,2.81,0.1,1,2.46,1.49
"3233",2000-10-26,0,"DE",21.866344605475,74.2,2.81,0.09,0.95,2.5,1.49
"3234",2000-10-26,0,"MD",21.866344605475,73.7,2.81,0.07,0.9,2.49,1.44
"3235",2000-10-26,0,"VA",21.866344605475,77.9,2.81,0.11,0.91,2.49,1.46
"3236",2000-10-27,0,"MA",21.8840579710145,62.8,2.84,0.18,0.96,2.42,1.53
"3237",2000-10-27,0,"RI",21.8840579710145,59.3,2.84,0.21,0.91,2.51,1.51
"3238",2000-10-27,0,"CT",21.8840579710145,66.4,2.84,0.06,0.97,2.46,1.5
"3239",2000-10-27,0,"NY",21.8840579710145,54,2.84,0.13,0.87,2.49,1.48
"3240",2000-10-27,0,"PA",21.8840579710145,55.4,2.84,0.19,0.86,2.51,1.49
"3241",2000-10-27,0,"NJ",21.8840579710145,66.7,2.84,0.15,0.9,2.42,1.49
"3242",2000-10-27,0,"DE",21.8840579710145,80.6,2.84,0.16,0.87,2.41,1.51
"3243",2000-10-27,0,"MD",21.8840579710145,67.2,2.84,0.18,0.81,2.4,1.49
"3244",2000-10-27,0,"VA",21.8840579710145,68.3,2.84,0.13,0.84,2.45,1.47
"3245",2000-10-28,0,"MA",21.9017713365539,52.3,2.84,0.03,0.99,2.5,1.48
"3246",2000-10-28,0,"RI",21.9017713365539,66.7,2.84,0.03,0.87,2.41,1.44
"3247",2000-10-28,0,"CT",21.9017713365539,62,2.84,0.09,0.92,2.35,1.46
"3248",2000-10-28,0,"NY",21.9017713365539,59.6,2.84,0.01,0.9,2.41,1.49
"3249",2000-10-28,0,"PA",21.9017713365539,51.6,2.84,0.03,0.9,2.44,1.46
"3250",2000-10-28,0,"NJ",21.9017713365539,60.2,2.84,0.06,0.93,2.44,1.49
"3251",2000-10-28,0,"DE",21.9017713365539,71.6,2.84,0.14,0.92,2.45,1.47
"3252",2000-10-28,0,"MD",21.9017713365539,69.4,2.84,0.04,0.9,2.5,1.43
"3253",2000-10-28,0,"VA",21.9017713365539,74.7,2.84,0.05,0.93,2.46,1.44
"3254",2000-10-29,0,"MA",21.9194847020934,45.6,2.95,0.13,0.92,2.47,1.44
"3255",2000-10-29,0,"RI",21.9194847020934,52.8,2.95,0.04,0.85,2.37,1.36
"3256",2000-10-29,0,"CT",21.9194847020934,58.3,2.95,0.14,0.96,2.44,1.43
"3257",2000-10-29,0,"NY",21.9194847020934,59.2,2.95,0.15,0.94,2.51,1.36
"3258",2000-10-29,0,"PA",21.9194847020934,46.7,2.95,0.2,0.95,2.43,1.4
"3259",2000-10-29,0,"NJ",21.9194847020934,46.1,2.95,0.07,0.88,2.4,1.41
"3260",2000-10-29,0,"DE",21.9194847020934,71.9,2.95,0.23,0.93,2.49,1.42
"3261",2000-10-29,0,"MD",21.9194847020934,86.9,2.95,0.03,0.94,2.43,1.42
"3262",2000-10-29,0,"VA",21.9194847020934,66.9,2.95,0.12,0.97,2.49,1.43
"3263",2000-10-30,0,"MA",21.9371980676328,42.7,2.83,0.13,0.98,2.44,1.42
"3264",2000-10-30,0,"RI",21.9371980676328,51.3,2.83,0.08,0.9,2.46,1.39
"3265",2000-10-30,0,"CT",21.9371980676328,60.7,2.83,0.09,1,2.47,1.34
"3266",2000-10-30,0,"NY",21.9371980676328,60.6,2.83,0.12,0.93,2.47,1.36
"3267",2000-10-30,0,"PA",21.9371980676328,52.7,2.83,0.09,0.97,2.46,1.4
"3268",2000-10-30,0,"NJ",21.9371980676328,42.4,2.83,0.16,0.94,2.42,1.44
"3269",2000-10-30,0,"DE",21.9371980676328,70.6,2.83,0.1,0.94,2.46,1.47
"3270",2000-10-30,0,"MD",21.9371980676328,72.1,2.83,0.14,1.01,2.47,1.43
"3271",2000-10-30,0,"VA",21.9371980676328,74.6,2.83,0.12,0.99,2.48,1.41
"3272",2000-10-31,0,"MA",21.9549114331723,61.4,2.82,0.15,0.91,2.46,1.47
"3273",2000-10-31,0,"RI",21.9549114331723,58,2.82,0.16,0.95,2.44,1.47
"3274",2000-10-31,0,"CT",21.9549114331723,51.8,2.82,0.07,0.9,2.41,1.39
"3275",2000-10-31,0,"NY",21.9549114331723,63.1,2.82,0.08,0.96,2.35,1.42
"3276",2000-10-31,0,"PA",21.9549114331723,42.2,2.82,0.1,0.9,2.45,1.45
"3277",2000-10-31,0,"NJ",21.9549114331723,54.2,2.82,0.15,0.9,2.35,1.43
"3278",2000-10-31,0,"DE",21.9549114331723,74.2,2.82,0.11,0.82,2.45,1.5
"3279",2000-10-31,0,"MD",21.9549114331723,73.8,2.82,0.17,1.06,2.39,1.44
"3280",2000-10-31,0,"VA",21.9549114331723,77.8,2.82,0.13,0.94,2.47,1.4
"3281",2000-11-01,0,"MA",21.9726247987118,61,2.88,0.17,0.99,2.42,1.45
"3282",2000-11-01,0,"RI",21.9726247987118,57.1,2.88,0.09,0.92,2.43,1.42
"3283",2000-11-01,0,"CT",21.9726247987118,49,2.88,0.11,1.02,2.42,1.35
"3284",2000-11-01,0,"NY",21.9726247987118,48.7,2.88,0.09,0.94,2.45,1.39
"3285",2000-11-01,0,"PA",21.9726247987118,61.3,2.88,0.07,0.95,2.43,1.43
"3286",2000-11-01,0,"NJ",21.9726247987118,61.2,2.88,0.11,0.9,2.46,1.39
"3287",2000-11-01,0,"DE",21.9726247987118,70.5,2.88,0.11,0.95,2.38,1.35
"3288",2000-11-01,0,"MD",21.9726247987118,69.4,2.88,0.1,0.97,2.39,1.41
"3289",2000-11-01,0,"VA",21.9726247987118,84.5,2.88,0.12,0.9,2.44,1.35
"3290",2000-11-02,0,"MA",21.9903381642512,59.5,2.9,0.08,0.93,2.45,1.48
"3291",2000-11-02,0,"RI",21.9903381642512,49.9,2.9,0.05,0.94,2.41,1.48
"3292",2000-11-02,0,"CT",21.9903381642512,52.1,2.9,0.14,0.94,2.41,1.53
"3293",2000-11-02,0,"NY",21.9903381642512,52,2.9,0.1,0.92,2.4,1.51
"3294",2000-11-02,0,"PA",21.9903381642512,50.4,2.9,0.1,0.93,2.46,1.48
"3295",2000-11-02,0,"NJ",21.9903381642512,37.4,2.9,0.1,0.89,2.46,1.49
"3296",2000-11-02,0,"DE",21.9903381642512,67.8,2.9,0.06,0.96,2.43,1.46
"3297",2000-11-02,0,"MD",21.9903381642512,65.4,2.9,0.02,0.91,2.36,1.47
"3298",2000-11-02,0,"VA",21.9903381642512,84.9,2.9,0.08,0.89,2.48,1.49
"3299",2000-11-03,0,"MA",22.0080515297907,67.6,2.88,0.02,0.92,2.46,1.4
"3300",2000-11-03,0,"RI",22.0080515297907,57.1,2.88,0.05,0.99,2.38,1.51
"3301",2000-11-03,0,"CT",22.0080515297907,61.4,2.88,0.09,0.99,2.39,1.44
"3302",2000-11-03,0,"NY",22.0080515297907,48.2,2.88,0.07,0.83,2.4,1.44
"3303",2000-11-03,0,"PA",22.0080515297907,52.8,2.88,0.1,0.89,2.39,1.51
"3304",2000-11-03,0,"NJ",22.0080515297907,55.7,2.88,0.06,0.95,2.42,1.46
"3305",2000-11-03,0,"DE",22.0080515297907,73.2,2.88,0.14,0.93,2.35,1.49
"3306",2000-11-03,0,"MD",22.0080515297907,71.6,2.88,0.11,0.99,2.38,1.48
"3307",2000-11-03,0,"VA",22.0080515297907,71.5,2.88,0.14,0.96,2.35,1.5
"3308",2000-11-04,0,"MA",22.0257648953301,44.4,2.84,0.04,0.97,2.44,1.37
"3309",2000-11-04,0,"RI",22.0257648953301,60.8,2.84,0.14,0.96,2.45,1.4
"3310",2000-11-04,0,"CT",22.0257648953301,69.9,2.84,0.1,0.93,2.49,1.39
"3311",2000-11-04,0,"NY",22.0257648953301,44.4,2.84,0.13,0.93,2.45,1.28
"3312",2000-11-04,0,"PA",22.0257648953301,71,2.84,0.08,0.87,2.46,1.4
"3313",2000-11-04,0,"NJ",22.0257648953301,54.3,2.84,0.11,0.86,2.6,1.36
"3314",2000-11-04,0,"DE",22.0257648953301,69.3,2.84,0.16,0.92,2.56,1.3
"3315",2000-11-04,0,"MD",22.0257648953301,76.4,2.84,0.07,0.94,2.48,1.33
"3316",2000-11-04,0,"VA",22.0257648953301,70.8,2.84,0.04,0.9,2.47,1.41
"3317",2000-11-05,0,"MA",22.0434782608696,49.3,2.86,0.06,0.94,2.55,1.46
"3318",2000-11-05,0,"RI",22.0434782608696,59.7,2.86,0.01,0.97,2.47,1.43
"3319",2000-11-05,0,"CT",22.0434782608696,56.3,2.86,0.01,0.99,2.48,1.43
"3320",2000-11-05,0,"NY",22.0434782608696,69,2.86,0.08,0.94,2.47,1.45
"3321",2000-11-05,0,"PA",22.0434782608696,53.9,2.86,0.08,0.98,2.41,1.49
"3322",2000-11-05,0,"NJ",22.0434782608696,56.9,2.86,0.02,0.9,2.52,1.47
"3323",2000-11-05,0,"DE",22.0434782608696,76.5,2.86,0.01,0.97,2.51,1.48
"3324",2000-11-05,0,"MD",22.0434782608696,78.1,2.86,0.01,0.93,2.46,1.51
"3325",2000-11-05,0,"VA",22.0434782608696,67.6,2.86,0.03,0.91,2.44,1.53
"3326",2000-11-06,0,"MA",22.061191626409,44.4,2.92,0.14,0.91,2.34,1.45
"3327",2000-11-06,0,"RI",22.061191626409,44.1,2.92,0.16,0.96,2.47,1.43
"3328",2000-11-06,0,"CT",22.061191626409,71.6,2.92,0.12,0.91,2.4,1.45
"3329",2000-11-06,0,"NY",22.061191626409,55,2.92,0.08,0.97,2.42,1.29
"3330",2000-11-06,0,"PA",22.061191626409,57,2.92,0.05,0.95,2.39,1.45
"3331",2000-11-06,0,"NJ",22.061191626409,68.2,2.92,0.16,1.01,2.46,1.39
"3332",2000-11-06,0,"DE",22.061191626409,64.6,2.92,0.16,0.92,2.42,1.38
"3333",2000-11-06,0,"MD",22.061191626409,67.7,2.92,0.22,0.93,2.38,1.52
"3334",2000-11-06,0,"VA",22.061191626409,74.4,2.92,0.12,0.98,2.48,1.42
"3335",2000-11-07,0,"MA",22.0789049919485,50,2.87,0.09,0.97,2.44,1.56
"3336",2000-11-07,0,"RI",22.0789049919485,48.9,2.87,0.03,1.01,2.44,1.5
"3337",2000-11-07,0,"CT",22.0789049919485,52,2.87,0.01,0.91,2.49,1.49
"3338",2000-11-07,0,"NY",22.0789049919485,56.8,2.87,0.06,0.9,2.42,1.53
"3339",2000-11-07,0,"PA",22.0789049919485,51.5,2.87,0.1,0.89,2.45,1.5
"3340",2000-11-07,0,"NJ",22.0789049919485,49.7,2.87,0.04,0.95,2.41,1.49
"3341",2000-11-07,0,"DE",22.0789049919485,73,2.87,0.07,0.98,2.41,1.48
"3342",2000-11-07,0,"MD",22.0789049919485,78.5,2.87,0.06,0.9,2.39,1.49
"3343",2000-11-07,0,"VA",22.0789049919485,72.2,2.87,0.04,0.93,2.45,1.54
"3344",2000-11-08,0,"MA",22.0966183574879,63,2.9,0.19,0.88,2.46,1.47
"3345",2000-11-08,0,"RI",22.0966183574879,50,2.9,0.17,0.87,2.44,1.42
"3346",2000-11-08,0,"CT",22.0966183574879,46.3,2.9,0.12,0.99,2.46,1.55
"3347",2000-11-08,0,"NY",22.0966183574879,52.3,2.9,0.22,0.91,2.48,1.44
"3348",2000-11-08,0,"PA",22.0966183574879,63.6,2.9,0.17,0.93,2.49,1.47
"3349",2000-11-08,0,"NJ",22.0966183574879,55,2.9,0.12,0.92,2.49,1.43
"3350",2000-11-08,0,"DE",22.0966183574879,73.4,2.9,0.16,0.88,2.4,1.41
"3351",2000-11-08,0,"MD",22.0966183574879,78.2,2.9,0.2,0.91,2.41,1.5
"3352",2000-11-08,0,"VA",22.0966183574879,69.1,2.9,0.18,0.91,2.54,1.47
"3353",2000-11-09,0,"MA",22.1143317230274,54.5,2.78,0.07,0.86,2.4,1.4
"3354",2000-11-09,0,"RI",22.1143317230274,48,2.78,0.14,0.91,2.38,1.49
"3355",2000-11-09,0,"CT",22.1143317230274,58.4,2.78,0.14,0.89,2.47,1.48
"3356",2000-11-09,0,"NY",22.1143317230274,59.7,2.78,0.14,0.89,2.38,1.45
"3357",2000-11-09,0,"PA",22.1143317230274,73.3,2.78,0.08,0.95,2.42,1.53
"3358",2000-11-09,0,"NJ",22.1143317230274,57.1,2.78,0.12,0.9,2.39,1.5
"3359",2000-11-09,0,"DE",22.1143317230274,78.8,2.78,0.09,0.92,2.43,1.47
"3360",2000-11-09,0,"MD",22.1143317230274,81.9,2.78,0.12,0.88,2.37,1.44
"3361",2000-11-09,0,"VA",22.1143317230274,71.9,2.78,0.1,0.9,2.3,1.45
"3362",2000-11-10,0,"MA",22.1320450885668,55.4,2.92,0.08,0.9,2.43,1.37
"3363",2000-11-10,0,"RI",22.1320450885668,62.1,2.92,0.03,0.92,2.43,1.45
"3364",2000-11-10,0,"CT",22.1320450885668,59.6,2.92,0.18,0.95,2.41,1.44
"3365",2000-11-10,0,"NY",22.1320450885668,57.4,2.92,0.1,0.92,2.39,1.48
"3366",2000-11-10,0,"PA",22.1320450885668,56,2.92,0.03,0.91,2.43,1.41
"3367",2000-11-10,0,"NJ",22.1320450885668,45.8,2.92,0.1,0.94,2.43,1.44
"3368",2000-11-10,0,"DE",22.1320450885668,72.4,2.92,0.08,0.92,2.39,1.46
"3369",2000-11-10,0,"MD",22.1320450885668,70.6,2.92,0.01,0.9,2.51,1.4
"3370",2000-11-10,0,"VA",22.1320450885668,78.2,2.92,0.12,0.92,2.41,1.42
"3371",2000-11-11,0,"MA",22.1497584541063,59.4,2.9,0.06,0.96,2.43,1.55
"3372",2000-11-11,0,"RI",22.1497584541063,62.7,2.9,0.09,0.86,2.46,1.49
"3373",2000-11-11,0,"CT",22.1497584541063,61.4,2.9,0.08,0.88,2.48,1.52
"3374",2000-11-11,0,"NY",22.1497584541063,58.1,2.9,0.01,1.01,2.5,1.48
"3375",2000-11-11,0,"PA",22.1497584541063,55.1,2.9,0.19,0.94,2.54,1.51
"3376",2000-11-11,0,"NJ",22.1497584541063,60.7,2.9,0.04,0.95,2.53,1.51
"3377",2000-11-11,0,"DE",22.1497584541063,68.3,2.9,0.1,0.87,2.51,1.49
"3378",2000-11-11,0,"MD",22.1497584541063,60.5,2.9,0.09,0.93,2.46,1.46
"3379",2000-11-11,0,"VA",22.1497584541063,77.9,2.9,0.13,0.97,2.57,1.47
"3380",2000-11-12,0,"MA",22.1674718196457,39.5,2.89,0.08,0.88,2.48,1.38
"3381",2000-11-12,0,"RI",22.1674718196457,53.9,2.89,0.02,0.86,2.38,1.37
"3382",2000-11-12,0,"CT",22.1674718196457,54.4,2.89,0.07,0.9,2.46,1.42
"3383",2000-11-12,0,"NY",22.1674718196457,55.4,2.89,0.12,0.93,2.42,1.39
"3384",2000-11-12,0,"PA",22.1674718196457,62.3,2.89,0.01,0.86,2.4,1.42
"3385",2000-11-12,0,"NJ",22.1674718196457,52.7,2.89,0.02,0.88,2.45,1.36
"3386",2000-11-12,0,"DE",22.1674718196457,73.9,2.89,0.01,0.9,2.41,1.39
"3387",2000-11-12,0,"MD",22.1674718196457,78.4,2.89,0.02,0.88,2.44,1.4
"3388",2000-11-12,0,"VA",22.1674718196457,69,2.89,0.14,0.97,2.41,1.42
"3389",2000-11-13,0,"MA",22.1851851851852,48.5,2.85,0.11,0.93,2.42,1.4
"3390",2000-11-13,0,"RI",22.1851851851852,54.6,2.85,0.1,0.86,2.51,1.35
"3391",2000-11-13,0,"CT",22.1851851851852,57.5,2.85,0.05,0.93,2.44,1.38
"3392",2000-11-13,0,"NY",22.1851851851852,49.5,2.85,0.02,0.91,2.45,1.36
"3393",2000-11-13,0,"PA",22.1851851851852,65.4,2.85,0.07,0.87,2.51,1.4
"3394",2000-11-13,0,"NJ",22.1851851851852,54.1,2.85,0.04,0.91,2.46,1.45
"3395",2000-11-13,0,"DE",22.1851851851852,71,2.85,0.01,0.88,2.41,1.36
"3396",2000-11-13,0,"MD",22.1851851851852,69.2,2.85,0.06,0.95,2.46,1.36
"3397",2000-11-13,0,"VA",22.1851851851852,67.6,2.85,0.08,0.94,2.51,1.39
"3398",2000-11-14,0,"MA",22.2028985507246,49.6,2.79,0.12,0.92,2.42,1.42
"3399",2000-11-14,0,"RI",22.2028985507246,46.7,2.79,0.07,0.9,2.48,1.37
"3400",2000-11-14,0,"CT",22.2028985507246,57.8,2.79,0.04,0.98,2.48,1.44
"3401",2000-11-14,0,"NY",22.2028985507246,64.7,2.79,0.14,0.94,2.52,1.39
"3402",2000-11-14,0,"PA",22.2028985507246,53.6,2.79,0.07,0.95,2.38,1.4
"3403",2000-11-14,0,"NJ",22.2028985507246,56.2,2.79,0.14,1.02,2.44,1.38
"3404",2000-11-14,0,"DE",22.2028985507246,63.8,2.79,0.13,0.94,2.48,1.39
"3405",2000-11-14,0,"MD",22.2028985507246,71.5,2.79,0.08,0.92,2.42,1.34
"3406",2000-11-14,0,"VA",22.2028985507246,72.8,2.79,0.07,0.9,2.53,1.43
"3407",2000-11-15,0,"MA",22.2206119162641,64.8,2.85,0.12,0.92,2.46,1.4
"3408",2000-11-15,0,"RI",22.2206119162641,52.5,2.85,0.12,0.89,2.37,1.43
"3409",2000-11-15,0,"CT",22.2206119162641,62.9,2.85,0.09,0.93,2.44,1.45
"3410",2000-11-15,0,"NY",22.2206119162641,57.9,2.85,0.1,0.9,2.47,1.46
"3411",2000-11-15,0,"PA",22.2206119162641,50.7,2.85,0.08,0.91,2.48,1.5
"3412",2000-11-15,0,"NJ",22.2206119162641,52.7,2.85,0.16,0.88,2.46,1.45
"3413",2000-11-15,0,"DE",22.2206119162641,69.1,2.85,0.09,0.87,2.5,1.53
"3414",2000-11-15,0,"MD",22.2206119162641,69.5,2.85,0.05,0.93,2.47,1.5
"3415",2000-11-15,0,"VA",22.2206119162641,73.9,2.85,0.14,0.89,2.42,1.48
"3416",2000-11-16,0,"MA",22.2383252818035,56.2,2.92,0.07,0.93,2.42,1.37
"3417",2000-11-16,0,"RI",22.2383252818035,54.2,2.92,0.05,0.96,2.46,1.41
"3418",2000-11-16,0,"CT",22.2383252818035,60.1,2.92,0.06,0.95,2.49,1.38
"3419",2000-11-16,0,"NY",22.2383252818035,45.7,2.92,0.01,0.95,2.38,1.39
"3420",2000-11-16,0,"PA",22.2383252818035,52.3,2.92,0.1,0.98,2.45,1.47
"3421",2000-11-16,0,"NJ",22.2383252818035,63.3,2.92,0.05,0.86,2.36,1.44
"3422",2000-11-16,0,"DE",22.2383252818035,79.3,2.92,0.06,1,2.46,1.47
"3423",2000-11-16,0,"MD",22.2383252818035,72.4,2.92,0.04,0.86,2.45,1.4
"3424",2000-11-16,0,"VA",22.2383252818035,71.3,2.92,0.11,0.93,2.4,1.41
"3425",2000-11-17,0,"MA",22.256038647343,56.4,2.84,0.07,0.95,2.5,1.34
"3426",2000-11-17,0,"RI",22.256038647343,46.1,2.84,0.07,0.94,2.48,1.39
"3427",2000-11-17,0,"CT",22.256038647343,52,2.84,0.19,0.97,2.42,1.27
"3428",2000-11-17,0,"NY",22.256038647343,51.7,2.84,0.09,0.93,2.37,1.38
"3429",2000-11-17,0,"PA",22.256038647343,61.4,2.84,0.09,0.89,2.41,1.39
"3430",2000-11-17,0,"NJ",22.256038647343,57.4,2.84,0.14,0.86,2.41,1.41
"3431",2000-11-17,0,"DE",22.256038647343,76.7,2.84,0.07,0.91,2.48,1.39
"3432",2000-11-17,0,"MD",22.256038647343,71.8,2.84,0.09,0.95,2.45,1.37
"3433",2000-11-17,0,"VA",22.256038647343,73.7,2.84,0.08,0.97,2.42,1.36
"3434",2000-11-18,0,"MA",22.2737520128824,52.7,2.87,0.16,0.98,2.43,1.43
"3435",2000-11-18,0,"RI",22.2737520128824,61.7,2.87,0.1,0.9,2.48,1.41
"3436",2000-11-18,0,"CT",22.2737520128824,49.2,2.87,0.1,0.94,2.55,1.42
"3437",2000-11-18,0,"NY",22.2737520128824,49.5,2.87,0.15,0.95,2.49,1.55
"3438",2000-11-18,0,"PA",22.2737520128824,51,2.87,0.06,0.9,2.44,1.46
"3439",2000-11-18,0,"NJ",22.2737520128824,61.3,2.87,0.11,0.9,2.45,1.51
"3440",2000-11-18,0,"DE",22.2737520128824,74.7,2.87,0.1,0.89,2.48,1.5
"3441",2000-11-18,0,"MD",22.2737520128824,68.2,2.87,0.14,0.95,2.48,1.4
"3442",2000-11-18,0,"VA",22.2737520128824,71.6,2.87,0.1,0.97,2.4,1.41
"3443",2000-11-19,0,"MA",22.2914653784219,57.4,2.91,0.14,0.93,2.52,1.49
"3444",2000-11-19,0,"RI",22.2914653784219,72.5,2.91,0.13,0.92,2.51,1.49
"3445",2000-11-19,0,"CT",22.2914653784219,49.9,2.91,0.08,0.9,2.45,1.53
"3446",2000-11-19,0,"NY",22.2914653784219,46.6,2.91,0.15,0.93,2.45,1.45
"3447",2000-11-19,0,"PA",22.2914653784219,53.4,2.91,0.15,0.91,2.42,1.51
"3448",2000-11-19,0,"NJ",22.2914653784219,54.3,2.91,0.16,0.95,2.41,1.53
"3449",2000-11-19,0,"DE",22.2914653784219,77.6,2.91,0.12,0.94,2.51,1.5
"3450",2000-11-19,0,"MD",22.2914653784219,63.3,2.91,0.22,0.96,2.37,1.5
"3451",2000-11-19,0,"VA",22.2914653784219,75.9,2.91,0.11,0.91,2.5,1.54
"3452",2000-11-20,0,"MA",22.3091787439614,53,2.95,0.13,0.86,2.44,1.47
"3453",2000-11-20,0,"RI",22.3091787439614,48.8,2.95,0.06,0.91,2.48,1.44
"3454",2000-11-20,0,"CT",22.3091787439614,63.4,2.95,0.19,0.93,2.49,1.44
"3455",2000-11-20,0,"NY",22.3091787439614,63.7,2.95,0.1,0.83,2.44,1.44
"3456",2000-11-20,0,"PA",22.3091787439614,58.7,2.95,0.11,0.92,2.46,1.41
"3457",2000-11-20,0,"NJ",22.3091787439614,55.2,2.95,0.1,0.91,2.42,1.42
"3458",2000-11-20,0,"DE",22.3091787439614,73.6,2.95,0.11,0.91,2.44,1.45
"3459",2000-11-20,0,"MD",22.3091787439614,68.5,2.95,0.01,0.95,2.4,1.46
"3460",2000-11-20,0,"VA",22.3091787439614,69.8,2.95,0.08,0.98,2.49,1.5
"3461",2000-11-21,0,"MA",22.3268921095008,56.1,2.83,0.1,0.92,2.36,1.46
"3462",2000-11-21,0,"RI",22.3268921095008,60.9,2.83,0.15,1,2.38,1.43
"3463",2000-11-21,0,"CT",22.3268921095008,56.5,2.83,0.12,0.93,2.35,1.39
"3464",2000-11-21,0,"NY",22.3268921095008,43.2,2.83,0.16,0.91,2.32,1.42
"3465",2000-11-21,0,"PA",22.3268921095008,52.2,2.83,0.14,0.95,2.41,1.4
"3466",2000-11-21,0,"NJ",22.3268921095008,50,2.83,0.16,0.9,2.4,1.5
"3467",2000-11-21,0,"DE",22.3268921095008,81.1,2.83,0.14,0.98,2.47,1.4
"3468",2000-11-21,0,"MD",22.3268921095008,79.4,2.83,0.14,1,2.44,1.39
"3469",2000-11-21,0,"VA",22.3268921095008,67.2,2.83,0.15,0.98,2.43,1.38
"3470",2000-11-22,0,"MA",22.3446054750403,56.9,2.84,0.12,0.92,2.31,1.45
"3471",2000-11-22,0,"RI",22.3446054750403,52,2.84,0.07,0.9,2.34,1.48
"3472",2000-11-22,0,"CT",22.3446054750403,54.1,2.84,0.18,0.87,2.36,1.49
"3473",2000-11-22,0,"NY",22.3446054750403,63.6,2.84,0.19,0.93,2.28,1.37
"3474",2000-11-22,0,"PA",22.3446054750403,53,2.84,0.15,0.9,2.34,1.5
"3475",2000-11-22,0,"NJ",22.3446054750403,55.7,2.84,0.12,0.83,2.3,1.36
"3476",2000-11-22,0,"DE",22.3446054750403,65.6,2.84,0.1,0.85,2.31,1.48
"3477",2000-11-22,0,"MD",22.3446054750403,74,2.84,0.1,0.92,2.33,1.43
"3478",2000-11-22,0,"VA",22.3446054750403,65.8,2.84,0.19,0.95,2.33,1.52
"3479",2000-11-23,0,"MA",22.3623188405797,56.4,2.9,0.06,0.86,2.5,1.42
"3480",2000-11-23,0,"RI",22.3623188405797,52.1,2.9,0.09,0.92,2.51,1.44
"3481",2000-11-23,0,"CT",22.3623188405797,58.4,2.9,0.03,0.88,2.48,1.46
